,id,title,type,release_year,lenght,genres,production_countries,seasons,imdb_score,imdb_votes,tmdb_popularity,tmdb_score,genre,country,imdb_score_level,tmdb_score_level
5663,tm1092309,We Couldn't Become Adults,movie,2021,124,"drama, romance",JP,0,6.5,891,9.1,6.2,drama,JP,High score,High score
5664,tm1029279,Dolly Parton: A MusiCares Tribute,movie,2021,55,"documentation, music",US,0,6.6,262,8.0,6.6,documentation,US,High score,High score
5665,ts258321,"Ada Twist, Scientist",show,2021,27,"comedy, family, music, animation",US,3,7.3,208,6.0,7.0,comedy,US,High score,High score
5666,tm1233170,Buba,movie,2022,94,"drama, comedy",DE,0,5.8,2424,5.9,5.5,drama,DE,Low score,Low score
5667,tm1217459,Godse,movie,2022,142,"thriller, action",IN,0,5.7,1217,3.9,6.2,thriller,IN,Low score,High score
5668,tm1143258,Hey! Sinamika,movie,2022,149,"drama, romance",IN,0,6.2,3938,3.3,6.2,drama,IN,High score,High score
5669,tm1106044,100 días con la Tata,movie,2021,82,"documentation, family",,0,7.8,490,2.2,7.1,documentation,,High score,High score
5670,ts357742,Sing Again,show,2022,52,drama,TH,1,6.5364428,0,5.7,6.8,drama,TH,,High score
5671,ts243780,Sharkdog,show,2021,0,"family, animation, comedy","US, SG",2,6.0,189,15.5,8.6,family,US,High score,
5672,tm1037519,The Guide to the Perfect Family,movie,2021,102,"drama, comedy",CA,0,6.4,1850,14.5,6.5,drama,CA,High score,High score
5673,tm1204661,Happy Birthday,movie,2022,154,"thriller, action, comedy",IN,0,5.6,461,6.5,6.2,thriller,IN,Low score,High score
5674,tm1001619,Man in Love,movie,2021,115,"romance, drama",TW,0,6.9,2027,5.2,7.3,romance,TW,High score,High score
5675,ts289261,Transformers: BotBots,show,2022,25,"action, comedy, family, fantasy, scifi, animation",US,1,7.1,104,3.3,4.3,action,US,High score,Low score
5676,ts297685,I Need Romance,show,2021,45,"drama, romance",TH,1,7.9,47,2.6,4.0,drama,TH,High score,Low score
5677,ts325991,Only Jokes Allowed,show,2022,16,comedy,ZA,1,4.6,61,2.5,6.0,comedy,ZA,Low score,High score
5678,tm1131061,Hilda and the Mountain King,movie,2021,85,"fantasy, comedy, drama, family, animation","CA, GB",0,7.7,2960,25.0,7.6,fantasy,CA,High score,High score
5679,tm1179176,"Michela Giraud: The Truth, I Swear!",movie,2022,60,"comedy, documentation",IT,0,5.5,88,1.4,5.0,comedy,IT,Low score,Low score
5680,ts297729,Quarantine Tales,show,2021,19,,ID,1,6.5364428,0,1.0,4.0,,ID,,Low score
5681,tm863829,Ali & Ratu Ratu Queens,movie,2021,100,"drama, comedy",ID,0,7.0,1372,4.5,6.4,drama,ID,High score,High score
5682,tm997608,Hate by Dani Rovira,movie,2021,82,comedy,ES,0,6.7,456,4.3,7.0,comedy,ES,High score,High score
5683,tm1045883,Trippin’ with the Kandasamys,movie,2021,93,"romance, comedy",ZA,0,5.1,396,12.9,6.8,romance,ZA,Low score,High score
5684,tm1006127,Arlo the Alligator Boy,movie,2021,90,"comedy, family, animation",US,0,6.4,1183,11.1,6.7,comedy,US,High score,High score
5685,tm946360,Really Love,movie,2021,95,"drama, romance",US,0,6.1,971,4.2,6.5,drama,US,High score,High score
5686,ts288997,Human: The World Within,show,2021,53,documentation,US,1,6.8,837,4.0,7.0,documentation,US,High score,High score
5687,tm1195561,Kuttavum Shikshayum,movie,2022,136,"drama, crime, action, thriller",IN,0,6.3,999,3.0,6.6,drama,IN,High score,High score
5688,tm1180743,Hikaru Utada Live Sessions from AIR Studios,movie,2022,60,music,,0,6.5364428,0,2.7,7.2,music,,,High score
5689,tm1179973,Trust No One: The Hunt for the Crypto King,movie,2022,90,"crime, documentation",GB,0,6.3,5392,11.3,6.1,crime,GB,High score,High score
5690,tm1166429,Whindersson Nunes: My Own Show!,movie,2022,63,"comedy, documentation",BR,0,7.0,302,3.6,7.3,comedy,BR,High score,High score
5691,tm1000551,Namaste Wahala,movie,2021,106,"music, romance, comedy, drama",NG,0,5.0,1597,3.2,7.3,music,NG,Low score,High score
5692,tm1024062,Nayattu,movie,2021,124,"drama, thriller, crime",IN,0,8.1,7534,2.9,7.2,drama,IN,,High score
5693,tm886193,Laabam,movie,2021,144,"drama, action",IN,0,3.4,841,2.2,3.5,drama,IN,Low score,Low score
5694,tm518107,Alter Ego,movie,2021,122,drama,NG,0,5.9,64,1.8,6.629937,drama,NG,Low score,
5695,tm986017,Gatao: The Last Stray,movie,2021,120,"crime, action, drama, romance",TW,0,5.9,303,7.6,5.1,crime,TW,Low score,Low score
5696,tm1053409,Happiness Ever After,movie,2021,99,"drama, romance",ZA,0,4.6,178,6.2,7.2,drama,ZA,Low score,High score
5697,tm1248255,Sheng Wang: Sweet and Juicy,movie,2022,60,comedy,US,0,7.7,919,5.4,6.9,comedy,US,High score,High score
5698,ts317709,Kayko and Kokosh,show,2021,15,"animation, comedy, fantasy, action",PL,2,6.3,353,4.6,6.6,animation,PL,High score,High score
5699,ts269300,Paik's Spirit,show,2021,55,,KR,1,6.5364428,0,4.4,6.3,,KR,,High score
5700,ts316882,Reasonable Doubt: A Tale of Two Kidnappings,show,2021,47,"crime, documentation",MX,1,7.6,219,2.7,5.7,crime,MX,High score,Low score
5701,ts302714,The Kingdom,show,2021,44,"crime, drama",AR,2,6.5,1485,16.8,7.3,crime,AR,High score,High score
5702,ts301196,Top Secret UFO Projects: Declassified,show,2021,45,documentation,GB,1,5.6,1648,16.8,7.3,documentation,GB,Low score,High score
5703,tm1033635,Sisters on Track,movie,2021,96,"documentation, sport",US,0,6.0,216,6.8,7.0,documentation,US,High score,High score
5704,tm1017045,Pakka Commercial,movie,2022,152,"crime, action, comedy",,0,4.2,850,18.541842,6.629937,crime,,Low score,
5705,tm1040959,The Circle: The Afterparty,movie,2021,35,,US,0,6.5364428,0,2.3,6.0,,US,,High score
5706,tm1218547,Bruna Louise: Demolition,movie,2022,65,"comedy, documentation",BR,0,4.8,94,2.3,5.2,comedy,BR,Low score,Low score
5707,tm1025493,Dasvi,movie,2022,125,"comedy, drama",IN,0,7.3,23324,5.2,5.6,comedy,IN,High score,Low score
5708,tm1107912,American Girl,movie,2021,101,drama,TW,0,7.1,1511,4.2,6.4,drama,TW,High score,High score
5709,tm810657,Uppena,movie,2021,147,drama,IN,0,6.5364428,0,3.5,6.0,drama,IN,,High score
5710,tm884616,Quiet,movie,2021,102,drama,CL,0,6.4,351,3.4,6.8,drama,CL,High score,High score
5711,tm1124066,Carlos Ballarta: False Prophet,movie,2021,63,comedy,MX,0,6.7,153,3.2,5.2,comedy,MX,High score,Low score
5712,tm507368,Kaatteri,movie,2022,121,"comedy, horror",IN,0,4.3,396,2.6,6.0,comedy,IN,Low score,High score
5713,tm1064193,Private Network: Who Killed Manuel Buendía?,movie,2021,100,"documentation, history, crime",MX,0,6.8,252,2.3,7.3,documentation,MX,High score,High score
5714,tm1000185,Squared Love,movie,2021,102,"comedy, romance",PL,0,5.1,3482,17.8,6.1,comedy,PL,Low score,High score
5715,tm1178876,Battle: Freestyle,movie,2022,88,"drama, music, romance",NO,0,4.5,483,10.6,5.4,drama,NO,Low score,Low score
5716,tm1074621,Bridgerton - The Afterparty,movie,2021,38,,US,0,6.5364428,0,18.541842,6.629937,,US,,
5717,tm1000037,Je suis Karl,movie,2021,126,"drama, thriller, european, romance","CZ, DE",0,5.5,1283,4.9,5.4,drama,CZ,Low score,Low score
5718,tm844513,M8 - When Death Rescues Life,movie,2021,84,"drama, thriller",BR,0,7.0,688,3.4,7.6,drama,BR,High score,High score
5719,tm998238,El Ens Wa El Nems,movie,2021,120,"scifi, action, comedy, fantasy, horror",EG,0,5.3,1297,2.8,4.1,scifi,EG,Low score,Low score
5720,ts306188,Motel Makeover,show,2021,30,reality,CA,1,5.0,789,2.7,4.2,reality,CA,Low score,Low score
5721,tm1107848,Making Malinche: A Documentary by Nacho Cano,movie,2021,89,"documentation, music",,0,4.9,45,1.8,7.0,documentation,,Low score,High score
5722,tm950360,The Yin Yang Master,movie,2021,113,"drama, fantasy, romance, action",CN,0,6.5364428,0,12.5,6.7,drama,CN,,High score
5723,tm1111595,A California Christmas: City Lights,movie,2021,105,"drama, romance, comedy",US,0,5.5,2231,11.9,6.6,drama,US,Low score,High score
5724,ts305890,Too Hot to Handle: Latino,show,2021,36,"reality, romance",MX,1,5.2,340,9.1,7.3,reality,MX,Low score,High score
5725,tm1102570,Swallow,movie,2021,128,"drama, thriller, history",,0,3.9,207,7.3,4.8,drama,,Low score,Low score
5726,tm1049317,Upcoming Summer,movie,2021,115,"romance, drama",CN,0,6.8,603,5.1,6.2,romance,CN,High score,High score
5727,tm1036797,Sardar Ka Grandson,movie,2021,140,"drama, comedy, romance",IN,0,4.2,4673,5.0,7.4,drama,IN,Low score,High score
5728,tm1000296,New Gods: Nezha Reborn,movie,2021,116,"action, fantasy, animation",CN,0,6.8,3443,3.1,8.1,action,CN,High score,
5729,tm1038025,Slay,movie,2021,93,"comedy, romance",ZA,0,3.7,108,2.5,6.0,comedy,ZA,Low score,High score
5730,tm1063339,Lee Su-geun: The Sense Coach,movie,2021,45,comedy,KR,0,4.2,39,2.2,3.0,comedy,KR,Low score,Low score
5731,tm1082795,Lokillo: Nothing's the Same,movie,2021,64,comedy,CO,0,4.8,56,9.9,7.6,comedy,CO,Low score,High score
5732,tm858287,Jersey,movie,2022,175,"drama, romance, sport",IN,0,7.3,13330,9.5,7.2,drama,IN,High score,High score
5733,tm996479,Tuesdays And Fridays,movie,2021,106,"romance, comedy","GB, IN",0,4.5,848,2.9,5.0,romance,GB,Low score,Low score
5734,tm1032950,The Last Kids on Earth: Happy Apocalypse to You,movie,2021,91,"fantasy, animation",CA,0,6.5364428,0,2.8,7.0,fantasy,CA,,High score
5735,tm959213,My Amanda,movie,2021,89,"drama, romance",PH,0,5.8,338,2.0,5.7,drama,PH,Low score,Low score
5736,tm1119015,Love Like the Falling Petals,movie,2022,128,"romance, drama",JP,0,6.5,603,37.8,7.9,romance,JP,High score,High score
5737,tm989502,Wish You,movie,2021,101,"drama, music, romance",KR,0,6.4,1082,18.3,7.8,drama,KR,High score,High score
5738,tm1219931,Heart Parade,movie,2022,108,"comedy, romance",PL,0,5.0,683,14.8,6.1,comedy,PL,Low score,High score
5739,tm985747,I Missed You,movie,2021,96,"drama, romance",TW,0,5.8,277,4.6,5.4,drama,TW,Low score,Low score
5740,tm1152323,Ms. Pat: Y'all Wanna Hear Something Crazy?,movie,2022,54,comedy,US,0,6.1,224,3.4,5.3,comedy,US,High score,Low score
5741,tm1127479,Cobalt Blue,movie,2022,112,"drama, romance",IN,0,6.5,2088,3.3,6.4,drama,IN,High score,High score
5742,tm1121098,Will You Marry?,movie,2021,86,drama,PH,0,4.7,71,2.2,5.0,drama,PH,Low score,Low score
5743,ts302434,Plastic Cup Boyz: Laughing My Mask Off!,show,2021,33,,,1,6.5364428,0,2.0,2.0,,,,Low score
5744,tm920320,Lift Like a Girl,movie,2021,93,documentation,"DK, EG, DE",0,7.7,227,0.7,5.3,documentation,DK,High score,Low score
5745,tm1119172,Puff: Wonders of the Reef,movie,2021,59,"documentation, family","AU, US",0,7.2,953,14.8,7.8,documentation,AU,High score,High score
5746,ts331525,Big Tree City,show,2022,17,"action, animation, comedy, family",US,1,8.5,65,10.0,8.3,action,US,,
5747,tm1025318,Ajeeb Daastaans,movie,2021,142,"drama, romance",IN,0,6.7,5984,6.2,6.5,drama,IN,High score,High score
5748,ts288861,Let's Eat,show,2021,60,"drama, comedy",TH,1,8.5,9,4.1,2.0,drama,TH,,Low score
5749,tm1076198,Blue Dream: The Road to Wembley,movie,2021,61,"documentation, sport",IT,0,7.0,898,2.6,7.7,documentation,IT,High score,High score
5750,tm1198745,Marmaduke,movie,2022,88,"animation, comedy",US,0,3.1,3867,48.8,5.5,animation,US,Low score,Low score
5751,tm997617,Love or Money,movie,2021,116,"romance, comedy, drama",PH,0,6.1,126,1.3,2.0,romance,PH,High score,Low score
5752,tm1102856,The Four of Us,movie,2021,88,"comedy, romance, drama",DE,0,5.3,1236,9.0,5.5,comedy,DE,Low score,Low score
5753,ts330422,Team Zenko Go,show,2022,20,"animation, action, family",US,2,7.0,54,5.1,7.8,animation,US,High score,High score
5754,tm987730,Tribhanga,movie,2021,95,"drama, family",IN,0,6.2,3048,4.8,7.1,drama,IN,High score,High score
5755,tm1064988,Zero to Hero,movie,2021,102,"drama, sport",HK,0,6.7,1006,4.6,7.3,drama,HK,High score,High score
5756,tm1039168,Cinema Bandi,movie,2021,98,"drama, comedy",IN,0,7.9,2599,1.7,7.4,drama,IN,High score,High score
5757,tm834847,Seal Team,movie,2021,101,"comedy, family, fantasy, scifi, animation, action",ZA,0,5.6,1567,27.8,7.1,comedy,ZA,Low score,High score
5758,tm839479,Fan Girl,movie,2021,100,drama,PH,0,6.6,707,3.2,7.0,drama,PH,High score,High score
5759,tm1109843,Meenakshi Sundareshwar,movie,2021,141,"comedy, romance",IN,0,7.0,17871,2.7,5.6,comedy,IN,High score,Low score
5760,tm1217689,Yuri Marçal: Honest Mistake,movie,2022,59,"comedy, documentation",,0,6.7,60,2.0,7.0,comedy,,High score,High score
5761,tm475638,Luccas Neto em: Uma Babá Muito Esquisita,movie,2021,75,"comedy, family",BR,0,3.3,39,1.8,7.1,comedy,BR,Low score,High score
5762,ts316965,Ridley Jones,show,2021,28,"family, fantasy, animation, comedy",US,5,4.7,301,9.5,7.6,family,US,Low score,High score
