,id,title,type,release_year,lenght,genres,production_countries,seasons,imdb_score,imdb_votes,tmdb_popularity,tmdb_score,genre,country,imdb_score_level,tmdb_score_level
953,ts21981,iZombie,show,2015,42,"scifi, drama, horror, comedy, crime",US,5,7.8,69960,56.8,7.8,scifi,US,High score,High score
954,tm141571,Goosebumps,movie,2015,103,"comedy, action, horror, fantasy, family",US,0,6.3,90860,27.7,6.3,comedy,US,High score,High score
955,ts47714,Kim's Convenience,show,2016,22,comedy,CA,5,8.2,19955,18.3,7.8,comedy,CA,,High score
956,ts35251,Grace and Frankie,show,2015,29,"drama, comedy",US,7,8.2,53536,28.7,7.7,drama,US,,High score
957,tm139844,Southpaw,movie,2015,123,"drama, action, crime, sport",US,0,7.3,243482,63.5,7.4,drama,US,High score,High score
958,ts35793,Forged in Fire,show,2015,42,reality,US,9,8.3,3912,35.6,8.1,reality,US,,
959,ts42077,Medici: Masters of Florence,show,2016,54,"drama, war, history, romance, thriller, european","IT, GB",3,7.9,20107,44.2,7.8,drama,IT,High score,High score
960,ts70529,Norsemen,show,2016,31,"drama, comedy, history",NO,3,7.7,19684,28.1,6.9,drama,NO,High score,High score
961,ts37866,Call My Agent!,show,2015,55,"drama, comedy, european",FR,4,8.3,15307,21.2,7.9,drama,FR,,High score
962,ts41975,Shooter,show,2016,41,"action, war, drama",US,3,7.5,38638,63.4,7.2,action,US,High score,High score
963,ts42014,60 Days In,show,2016,46,reality,US,7,7.6,2909,13.9,6.8,reality,US,High score,High score
964,tm214930,Solace,movie,2015,101,"thriller, music, drama, crime, european",US,0,6.4,64948,29.1,6.4,thriller,US,High score,High score
965,tm135307,Blackhat,movie,2015,133,"thriller, action, crime",US,0,5.4,58192,25.9,5.5,thriller,US,Low score,Low score
966,tm576577,11:11,movie,2015,60,"drama, music, scifi, thriller",EG,0,6.7,9,2.5,1.0,drama,EG,High score,Low score
967,ts41961,Queen of the South,show,2016,42,"drama, action, crime, thriller",US,5,8.0,31402,53.4,7.7,drama,US,High score,High score
968,tm123345,Trolls,movie,2016,92,"fantasy, comedy, family, romance, animation",US,0,6.4,84630,47.3,6.7,fantasy,US,High score,High score
969,tm239676,Hush,movie,2016,81,"thriller, horror",US,0,6.6,123667,17.6,6.7,thriller,US,High score,High score
970,tm232579,Hunt for the Wilderpeople,movie,2016,100,"drama, comedy",NZ,0,7.8,133553,16.3,7.7,drama,NZ,High score,High score
971,tm120609,"Hail, Caesar!",movie,2016,106,"comedy, drama, music",US,0,6.3,137716,14.5,5.9,comedy,US,High score,Low score
972,tm151807,Creep,movie,2015,82,"horror, thriller",US,0,6.3,58899,11.2,6.4,horror,US,High score,High score
973,tm140472,Dope,movie,2015,103,"drama, action, crime, comedy, european",US,0,7.2,83777,13.4,7.1,drama,US,High score,High score
974,ts36015,Into the Badlands,show,2015,43,"action, drama",US,3,7.9,47556,59.1,7.6,action,US,High score,High score
975,ts18010,Bloodline,show,2015,57,"drama, thriller",US,3,7.9,54443,18.6,7.3,drama,US,High score,High score
976,tm137693,Crimson Peak,movie,2015,119,"horror, thriller, fantasy, drama, romance",US,0,6.5,151520,19.8,6.6,horror,US,High score,High score
977,tm140391,Pan,movie,2015,111,"action, family, fantasy, comedy","US, GB",0,5.7,65308,22.6,6.0,action,US,Low score,High score
978,ts47636,The Full-Time Wife Escapist,show,2016,55,"drama, romance, comedy",JP,1,7.9,1760,38.5,7.9,drama,JP,High score,High score
979,ts38783,Secret City,show,2016,50,"war, thriller",AU,3,7.4,8566,16.1,6.6,war,AU,High score,High score
980,tm220594,Winter on Fire: Ukraine's Fight for Freedom,movie,2015,98,"documentation, history, war","GB, US, UA",0,8.3,19668,8.8,8.0,documentation,GB,,High score
981,ts81573,The Great British Baking Show: The Professionals,show,2016,50,reality,GB,7,5.8,198,1.6,6.629937,reality,GB,Low score,
982,ts42022,El marginal,show,2016,54,"drama, crime, thriller, action",AR,5,8.2,4295,49.2,8.1,drama,AR,,
983,ts42169,ERASED,show,2016,22,"drama, scifi, thriller, animation, fantasy",JP,1,8.5,50009,25.7,8.6,drama,JP,,
984,ts39007,Van Helsing,show,2016,42,"scifi, action, drama, fantasy, horror",US,5,6.2,22950,77.5,7.1,scifi,US,High score,High score
985,ts42170,Crashing,show,2016,30,"comedy, european",GB,1,7.7,22820,8.7,7.2,comedy,GB,High score,High score
986,tm137898,Woman in Gold,movie,2015,120,"drama, documentation, history","GB, US",0,7.3,60359,10.3,7.3,drama,GB,High score,High score
987,ts41149,The Ranch,show,2016,30,"comedy, drama, western",US,5,7.5,40282,32.2,7.6,comedy,US,High score,High score
988,tm197058,Hardcore Henry,movie,2016,96,"action, scifi, thriller","US, RU",0,6.7,97688,20.2,6.4,action,US,High score,High score
989,tm143914,Little Boy,movie,2015,106,"war, comedy, drama, history","MX, US",0,7.3,23419,16.7,7.2,war,MX,High score,High score
990,tm245271,Gantz:O,movie,2016,95,"scifi, action, animation, thriller, horror, drama, fantasy",JP,0,7.1,15615,22.3,7.3,scifi,JP,High score,High score
991,ts53287,Roman Empire,show,2016,44,"drama, documentation, history, war",US,3,7.0,8323,27.2,6.9,drama,US,High score,High score
992,tm143984,London Has Fallen,movie,2016,99,"thriller, crime, drama, action","US, BG, GB",0,5.9,162081,33.8,6.2,thriller,US,Low score,High score
993,ts38734,Marcella,show,2016,46,"drama, crime, european",GB,3,7.4,33131,21.7,7.0,drama,GB,High score,High score
994,ts80596,The Governor,show,2016,45,"war, drama",NG,1,7.9,104,0.9,6.629937,war,NG,High score,
995,ts83224,Toon,show,2016,27,comedy,NL,2,7.6,959,2.8,8.2,comedy,NL,High score,
996,tm225308,Into the Inferno,movie,2016,107,documentation,"GB, CA, DE",0,7.2,9231,10.3,7.0,documentation,GB,High score,High score
997,tm239733,Headshot,movie,2016,117,"thriller, action, drama",ID,0,6.3,15289,17.9,6.4,thriller,ID,High score,High score
998,tm138051,The Gunman,movie,2015,105,"drama, european, thriller, action, crime","ES, GB, US, FR",0,5.8,42065,12.7,5.7,drama,ES,Low score,Low score
999,ts38090,Versailles,show,2015,54,"drama, history, romance, war, documentation, comedy, european","FR, CA",3,7.9,17431,42.2,7.9,drama,FR,High score,High score
1000,ts38731,Rebellion,show,2016,51,"war, drama, history, european","IE, GB",2,7.1,4072,15.5,7.1,war,IE,High score,High score
1001,tm215911,Ludo,movie,2016,90,"horror, fantasy, thriller",IN,0,2.8,891,3.9,2.9,horror,IN,Low score,Low score
1002,tm246175,The 101-Year-Old Man Who Skipped Out on the Bill and Disappeared,movie,2016,108,"comedy, crime, european",SE,0,6.3,6238,11.0,6.4,comedy,SE,High score,High score
1003,tm202759,Storks,movie,2016,87,"animation, drama, fantasy, comedy, family",US,0,5.8,12,27.3,6.6,animation,US,Low score,High score
1004,ts38204,Making a Murderer,show,2015,62,"documentation, crime",US,2,8.6,97801,10.5,7.8,documentation,US,,High score
1005,tm206698,Ouija: Origin of Evil,movie,2016,99,"horror, thriller, drama",US,0,4.9,7,29.3,6.1,horror,US,Low score,High score
1006,ts42119,Greenleaf,show,2016,42,drama,US,5,7.5,5521,31.8,7.5,drama,US,High score,High score
1007,tm209987,Christine,movie,2016,123,drama,US,0,6.9,15827,6.6,6.8,drama,US,High score,High score
1008,ts144323,Unnatural Selection,show,2015,35,"reality, documentation, comedy",US,1,7.9,13,4.5,7.7,reality,US,High score,High score
1009,ts42257,Signal,show,2016,71,"scifi, thriller, crime, drama, fantasy",KR,2,8.5,7677,9.9,8.1,scifi,KR,,
1010,ts38304,Servant of the People,show,2015,29,comedy,UA,3,7.3,3861,16.0,7.2,comedy,UA,High score,High score
1011,ts42090,Last Chance U,show,2016,59,"documentation, sport",US,5,8.4,7166,8.7,7.2,documentation,US,,High score
1012,tm224255,Very Big Shot,movie,2016,107,"crime, action, drama, thriller","QA, LB",0,7.0,1441,1.2,6.8,crime,QA,High score,High score
1013,tm238748,The Darkness,movie,2016,92,"thriller, horror",US,0,4.5,16542,10.1,4.8,thriller,US,Low score,Low score
1014,tm149150,Still Alice,movie,2015,101,drama,"US, FR, GB",0,7.5,138017,13.0,7.5,drama,US,High score,High score
1015,tm194792,The Boy,movie,2016,97,"thriller, horror",US,0,6.0,95464,29.8,5.9,thriller,US,High score,Low score
1016,ts37464,Occupied,show,2015,45,"war, drama, thriller",NO,3,7.6,9391,13.7,7.3,war,NO,High score,High score
1017,tm374656,Zion,movie,2015,10,"documentation, drama",US,0,6.5364428,0,4.9,6.6,documentation,US,,High score
1018,ts21986,Good Witch,show,2015,41,"drama, scifi, comedy, fantasy",US,7,7.3,11293,35.7,7.8,drama,US,High score,High score
1019,ts36046,BUNK'D,show,2015,24,"comedy, family, drama",US,6,5.3,3549,72.9,7.2,comedy,US,Low score,High score
1020,tm120108,Kung Fu Panda 3,movie,2016,95,"comedy, family, fantasy, drama, animation, action","CN, US",0,7.1,165797,76.8,6.9,comedy,CN,High score,High score
1021,ts37971,Master of None,show,2015,32,"drama, comedy",US,3,8.2,74164,16.5,7.6,drama,US,,High score
1022,ts42089,Haters Back Off,show,2016,29,"comedy, drama, family, romance",US,2,6.0,7489,9.6,6.3,comedy,US,High score,High score
1023,tm308241,Legends of the Hidden Temple,movie,2016,68,"family, action","US, CA",0,5.6,986,7.2,6.8,family,US,Low score,High score
1024,tm132273,Home,movie,2015,94,"fantasy, animation, comedy, family, scifi",US,0,6.6,104955,44.8,6.8,fantasy,US,High score,High score
1025,ts38710,Wynonna Earp,show,2016,43,"western, action, drama, fantasy, thriller","US, CA",4,7.3,23521,24.9,8.0,western,US,High score,High score
1026,tm136483,The DUFF,movie,2015,101,"romance, comedy",US,0,6.4,96905,17.0,6.8,romance,US,High score,High score
1027,tm196296,A Monster Calls,movie,2016,108,"fantasy, drama, thriller, animation, family, european","GB, ES, US",0,7.4,90027,25.0,7.3,fantasy,GB,High score,High score
1028,ts36177,Glitch,show,2015,53,"scifi, thriller, drama, horror",AU,3,7.3,17240,44.9,6.8,scifi,AU,High score,High score
1029,ts38415,Frontier,show,2016,47,"action, drama, history, western",CA,3,7.1,22184,25.8,6.9,action,CA,High score,High score
1030,ts41852,Public Enemy,show,2016,53,"drama, crime, european",BE,2,7.5,1125,5.2,7.0,drama,BE,High score,High score
1031,ts36856,F is for Family,show,2015,28,"comedy, animation, drama",US,5,8.0,38713,25.1,7.4,comedy,US,High score,High score
1032,tm246056,Garfunkel and Oates: Trying to be Special,movie,2016,62,"comedy, music",US,0,7.3,985,3.8,7.2,comedy,US,High score,High score
1033,ts43209,The Cuba Libre Story,show,2015,45,"documentation, history, european",DE,2,7.6,1786,4.1,6.6,documentation,DE,High score,High score
1034,tm232947,Brahman Naman,movie,2016,94,comedy,"GB, IN",0,5.5,1938,4.0,5.4,comedy,GB,Low score,Low score
1035,tm266844,True Memoirs of an International Assassin,movie,2016,98,"action, comedy, crime",US,0,5.9,23480,11.8,5.8,action,US,Low score,Low score
1036,tm372610,Derren Brown: Miracle,movie,2016,73,documentation,GB,0,6.5,1115,6.9,6.4,documentation,GB,High score,High score
1037,tm134052,Umrika,movie,2015,98,"drama, comedy",IN,0,6.6,1512,3.1,5.9,drama,IN,High score,Low score
1038,ts82825,La Casa,show,2015,47,drama,AR,1,6.3,60,4.4,6.629937,drama,AR,High score,
1039,tm244788,13th,movie,2016,100,"documentation, crime, history",US,0,8.2,36232,10.7,8.0,documentation,US,,High score
1040,ts78442,Coach Snoop,show,2016,30,documentation,US,2,6.8,616,1.8,6.6,documentation,US,High score,High score
1041,tm351214,Long Shot,movie,2015,40,"crime, documentation, sport",US,0,7.4,8202,7.8,7.2,crime,US,High score,High score
1042,ts52838,3%,show,2016,46,"drama, scifi, thriller, action",BR,4,7.3,26468,22.3,7.2,drama,BR,High score,High score
1043,ts53099,Bordertown,show,2016,59,"drama, crime, european",FI,3,7.6,11670,18.7,7.5,drama,FI,High score,High score
1044,ts83450,Close Your Eyes Before It's Dark,show,2016,84,"crime, drama",TW,1,7.0,249,2.9,6.8,crime,TW,High score,High score
1045,tm247631,Clair Obscur,movie,2016,100,"drama, european","TR, DE",0,6.5,2697,4.3,6.0,drama,TR,High score,High score
1046,tm266629,Russell Peters: Almost Famous,movie,2016,73,comedy,US,0,6.6,2005,2.9,6.5,comedy,US,High score,High score
1047,ts42687,PJ Masks,show,2015,15,"fantasy, scifi, animation, action, comedy, family, european",GB,5,5.3,1370,104.1,4.6,fantasy,GB,Low score,Low score
1048,ts261760,Capitanes,show,2016,43,documentation,AR,1,6.5364428,0,2.5,2.0,documentation,AR,,Low score
1049,tm139532,Before I Wake,movie,2016,97,"fantasy, horror, thriller, drama",US,0,6.2,48398,18.7,6.5,fantasy,US,High score,High score
1050,ts84398,Little Things,show,2016,24,"drama, comedy, romance",IN,4,8.2,7083,6.5,7.5,drama,IN,,High score
1051,tm221740,Closet Monster,movie,2016,90,"drama, fantasy",CA,0,7.0,8239,7.9,7.1,drama,CA,High score,High score
1052,ts58068,Inside the World's Toughest Prisons,show,2016,47,"crime, documentation",GB,6,7.1,2747,11.6,7.2,crime,GB,High score,High score
1053,ts53249,Trollhunters: Tales of Arcadia,show,2016,22,"scifi, action, comedy, fantasy, drama, family, animation",US,3,8.4,17575,44.4,8.5,scifi,US,,
1054,ts41906,The Disastrous Life of Saiki K.,show,2016,8,"comedy, scifi, animation, fantasy",JP,3,8.3,8436,43.5,8.4,comedy,JP,,
1055,ts35596,Bella and the Bulldogs,show,2015,23,"comedy, family, sport",US,2,5.1,2361,12.9,7.9,comedy,US,Low score,High score
1056,tm272484,Michael Che Matters,movie,2016,60,comedy,US,0,7.2,2737,3.8,6.8,comedy,US,High score,High score
1057,tm238681,Kung Fu Panda: Secrets of the Scroll,movie,2016,23,"animation, family, comedy",US,0,6.5364428,0,21.5,6.8,animation,US,,High score
1058,ts36547,Club de Cuervos,show,2015,45,"drama, comedy, sport",MX,4,8.2,5821,23.3,8.4,drama,MX,,
1059,tm136321,Advantageous,movie,2015,92,"scifi, drama, family",US,0,6.2,5378,9.0,6.0,scifi,US,High score,High score
1060,ts41948,Hip Hop Evolution,show,2016,45,"documentation, music",CA,4,8.4,5772,7.9,7.3,documentation,CA,,High score
1061,tm205890,The Take,movie,2016,92,"action, drama, crime, thriller","US, FR, GB",0,6.3,46090,16.0,6.3,action,US,High score,High score
1062,ts37660,Reply 1988,show,2015,71,"comedy, drama, family, romance",KR,1,9.2,8310,22.7,8.7,comedy,KR,Excellent score,
1063,ts52830,Gilmore Girls: A Year in the Life,show,2016,92,"drama, comedy",US,1,7.5,40576,16.8,7.4,drama,US,High score,High score
1064,tm218052,Drishyam,movie,2015,163,"thriller, drama, crime",IN,0,8.2,87358,16.8,7.8,thriller,IN,,High score
1065,ts38712,Kabaneri of the Iron Fortress,show,2016,22,"scifi, action, animation, drama, fantasy, horror",JP,2,7.2,5838,26.3,6.8,scifi,JP,High score,High score
1066,tm204035,Spectral,movie,2016,109,"thriller, action, scifi",US,0,6.3,60886,21.5,6.4,thriller,US,High score,High score
1067,tm270982,Layla M.,movie,2016,98,"drama, european",NL,0,6.6,1857,4.5,6.4,drama,NL,High score,High score
1068,tm200126,He Never Died,movie,2015,99,"fantasy, horror, drama, comedy, thriller","US, CA",0,6.3,21126,7.4,6.1,fantasy,US,High score,High score
1069,ts38764,Marseille,show,2016,42,"drama, european",FR,2,6.9,5317,14.9,6.2,drama,FR,High score,High score
1070,tm208713,Gabbar Is Back,movie,2015,130,"drama, action, crime, comedy",IN,0,7.1,25596,8.0,7.1,drama,IN,High score,High score
1071,ts81483,Simon,show,2016,5,"comedy, family, animation",FR,3,7.0,137,21.4,7.2,comedy,FR,High score,High score
1072,ts56748,T@gged,show,2016,22,"drama, thriller, reality",US,3,7.1,2242,8.5,7.5,drama,US,High score,High score
1073,tm219233,Loving,movie,2016,123,"drama, romance","GB, US",0,7.0,35102,10.0,6.7,drama,GB,High score,High score
1074,tm243931,The Beginning of Life,movie,2016,98,"documentation, family",BR,0,7.5,971,2.3,7.6,documentation,BR,High score,High score
1075,ts76092,Rosario Tijeras,show,2016,45,"drama, romance, thriller, action, crime",MX,3,6.1,378,132.4,7.5,drama,MX,High score,High score
1076,tm238486,Theo Von: No Offense,movie,2016,65,"comedy, documentation",US,0,5.6,943,3.0,6.2,comedy,US,Low score,High score
1077,tm244915,Baaghi,movie,2016,133,"thriller, action, romance",IN,0,5.3,9431,12.6,6.5,thriller,IN,Low score,High score
1078,ts35256,Chef's Table,show,2015,50,documentation,US,7,8.5,16007,10.3,7.8,documentation,US,,High score
1079,tm244052,Sebastian Maniscalco: Why Would You Do That?,movie,2016,63,comedy,US,0,7.4,1218,4.0,7.6,comedy,US,High score,High score
1080,tm246579,Rainbow Time,movie,2016,91,"comedy, drama",US,0,5.9,756,3.9,6.0,comedy,US,Low score,High score
1081,tm134791,Unfriended,movie,2015,83,"thriller, drama, horror",US,0,5.5,73854,20.6,5.5,thriller,US,Low score,Low score
1082,ts42127,The Windsors,show,2016,27,comedy,GB,3,7.1,3028,5.0,6.9,comedy,GB,High score,High score
1083,tm171965,Mike Birbiglia: My Girlfriend's Boyfriend,movie,2015,75,"comedy, documentation, romance",US,0,8.0,3417,4.3,7.4,comedy,US,High score,High score
1084,tm198786,Crazy Beautiful You,movie,2015,115,"romance, drama, comedy",PH,0,7.0,892,4.2,6.6,romance,PH,High score,High score
1085,tm233214,Under the Shadow,movie,2016,84,"drama, horror, thriller, war, fantasy","GB, IR, JO, QA",0,6.8,28499,9.8,6.5,drama,GB,High score,High score
1086,tm137869,Wild Card,movie,2015,92,"thriller, crime, action, drama",US,0,5.6,57146,42.5,5.6,thriller,US,Low score,Low score
1087,tm421855,4K Fireplace,movie,2015,60,"family, documentation, romance, reality",US,0,7.7,53,1.0,6.2,family,US,High score,High score
1088,tm271839,"Dana Carvey: Straight White Male, 60",movie,2016,64,comedy,US,0,6.5,1569,5.2,6.3,comedy,US,High score,High score
1089,tm214825,The Ridiculous 6,movie,2015,119,"western, comedy, action",US,0,4.8,47935,32.3,5.2,western,US,Low score,Low score
1090,tm66466,Wazir,movie,2016,103,"thriller, action, crime, drama",IN,0,7.2,18681,6.2,6.7,thriller,IN,High score,High score
1091,tm234735,Time Out,movie,2015,98,"drama, animation, family, music",IN,0,6.1,434,1.0,7.2,drama,IN,High score,High score
1092,tm273933,Reggie Watts: Spatial,movie,2016,61,"comedy, music",US,0,6.0,535,3.7,6.0,comedy,US,High score,High score
1093,tm238722,Collateral Beauty,movie,2016,96,"drama, romance",US,0,6.7,102011,18.7,7.2,drama,US,High score,High score
1094,ts35362,Locked Up,show,2015,51,"drama, action, thriller, european",ES,4,8.2,23439,92.5,8.0,drama,ES,,High score
1095,tm228657,Cosmos Laundromat,movie,2015,12,"animation, fantasy",NL,0,6.5364428,0,4.9,6.5,animation,NL,,High score
1096,tm219248,The Fundamentals of Caring,movie,2016,97,"drama, comedy",US,0,7.3,74811,10.7,7.3,drama,US,High score,High score
1097,tm212968,Frank and Cindy,movie,2016,102,"comedy, drama",US,0,6.1,898,3.1,5.2,comedy,US,High score,Low score
1098,ts38769,Chelsea,show,2016,51,comedy,US,2,6.3,2110,21.8,5.1,comedy,US,High score,Low score
1099,tm267419,Joe Rogan: Triggered,movie,2016,63,"comedy, documentation",US,0,7.4,4649,3.3,6.7,comedy,US,High score,High score
1100,tm245594,Dear Zindagi,movie,2016,149,"romance, drama",IN,0,7.4,41147,9.9,7.1,romance,IN,High score,High score
1101,tm267948,7 años,movie,2016,76,"drama, european",ES,0,6.7,5170,9.8,6.3,drama,ES,High score,High score
1102,tm243121,Mascots,movie,2016,95,comedy,US,0,5.8,7711,8.9,5.4,comedy,US,Low score,Low score
1103,ts43230,The Deep,show,2015,22,"action, family, scifi, animation",AU,4,7.9,746,12.4,7.5,action,AU,High score,High score
1104,tm142881,Jem and the Holograms,movie,2015,118,"music, family, fantasy, romance, scifi, drama",US,0,4.1,8061,10.4,5.5,music,US,Low score,Low score
1105,tm233539,Dilwale,movie,2015,158,"comedy, drama, romance, action",IN,0,5.0,36131,14.9,6.6,comedy,IN,Low score,High score
1106,ts41963,Easy,show,2016,30,"drama, comedy",US,3,6.9,14355,25.2,6.3,drama,US,High score,High score
1107,tm233317,Pee-wee's Big Holiday,movie,2016,90,"comedy, family",US,0,6.1,8337,9.9,6.1,comedy,US,High score,High score
1108,ts51368,Skylanders Academy,show,2016,23,"action, animation, family, fantasy, comedy",US,3,6.7,840,19.9,6.1,action,US,High score,High score
1109,tm137002,Bāhubali: The Beginning,movie,2015,158,"action, drama, fantasy",IN,0,8.0,128246,59.6,7.6,action,IN,High score,High score
1110,tm151716,Cowspiracy: The Sustainability Secret,movie,2015,90,documentation,US,0,8.1,25741,11.6,7.7,documentation,US,,High score
1111,tm238717,Barakah Meets Barakah,movie,2016,88,"comedy, romance",SA,0,6.3,1791,2.1,6.4,comedy,SA,High score,High score
1112,tm244403,ARQ,movie,2016,88,"thriller, action, scifi",US,0,6.3,40112,12.4,6.1,thriller,US,High score,High score
1113,ts3844,Aquarius,show,2015,43,"drama, crime, thriller, european",US,2,7.0,12613,18.2,6.6,drama,US,High score,High score
1114,tm275800,The Lighthouse of the Orcas,movie,2016,110,"romance, drama, european","AR, ES",0,6.7,4008,9.7,7.0,romance,AR,High score,High score
1115,tm233425,A Silent Voice: The Movie,movie,2016,130,"drama, animation, family, romance",JP,0,8.1,86206,53.8,8.4,drama,JP,,
1116,tm219699,Phantom,movie,2015,136,"thriller, action, drama, crime, horror, european",IN,0,5.9,9554,4.5,5.6,thriller,IN,Low score,Low score
1117,ts52825,The Princess Weiyoung,show,2016,45,"drama, war, history, romance",CN,1,7.8,909,14.6,7.0,drama,CN,High score,High score
1118,tm244923,My Mother's Wound,movie,2016,120,"drama, thriller, war",TR,0,7.3,3878,4.0,6.9,drama,TR,High score,High score
1119,ts76079,Grizzy & the Lemmings,show,2016,7,"animation, comedy, family, european",FR,3,7.1,688,42.2,8.2,animation,FR,High score,
1120,ts41154,Paquita Salas,show,2016,28,"comedy, european",ES,3,8.0,3414,8.4,7.1,comedy,ES,High score,High score
1121,tm208903,For the Love of Spock,movie,2016,111,documentation,"CA, US",0,7.6,4349,9.8,7.4,documentation,CA,High score,High score
1122,tm263743,The Doll,movie,2016,106,"thriller, horror",ID,0,5.1,849,4.8,5.3,thriller,ID,Low score,Low score
1123,tm278279,One in a Billion,movie,2016,70,documentation,US,0,6.7,568,2.0,6.6,documentation,US,High score,High score
1124,tm252245,The White Helmets,movie,2016,40,"documentation, war","SY, GB",0,6.5364428,0,6.1,7.4,documentation,SY,,High score
1125,ts41253,Love O2O,show,2016,45,"drama, comedy, romance",CN,1,7.8,2885,17.3,6.3,drama,CN,High score,High score
1126,tm246543,Journey to Greenland,movie,2016,98,"drama, comedy, european","GL, FR",0,6.3,1376,4.5,6.0,drama,GL,High score,High score
1127,tm242687,Riphagen the Untouchable,movie,2016,132,"thriller, drama, war, european",NL,0,7.1,8102,8.7,6.5,thriller,NL,High score,High score
1128,tm193125,Hot Girls Wanted,movie,2015,84,documentation,US,0,6.1,17967,27.5,6.0,documentation,US,High score,High score
1129,ts55365,The Haunted House,show,2016,25,"thriller, comedy, drama, family, fantasy, horror, animation",KR,7,8.3,104,16.5,7.3,thriller,KR,,High score
1130,tm225416,Janoskians: Untold and Untrue,movie,2015,88,comedy,US,0,3.7,172,1.8,5.1,comedy,US,Low score,Low score
1131,ts43501,Secrets of Great British Castles,show,2015,44,"documentation, history, european",GB,2,7.7,1145,3.4,6.8,documentation,GB,High score,High score
1132,ts76956,The Letdown,show,2016,30,comedy,AU,2,7.5,3637,5.2,7.1,comedy,AU,High score,High score
1133,ts41883,The K2,show,2016,65,"action, war, drama, romance, thriller",KR,1,7.8,7359,25.5,7.4,action,KR,High score,High score
1134,tm209037,Tea Time,movie,2015,70,documentation,CL,0,7.6,524,2.1,7.0,documentation,CL,High score,High score
1135,tm227523,Fifty,movie,2015,101,"drama, sport, thriller, romance",NG,0,6.1,272,2.0,4.9,drama,NG,High score,Low score
1136,ts37779,Danger Mouse,show,2015,12,"animation, action, comedy, crime, family, fantasy, scifi, european",GB,2,7.1,640,8.3,6.5,animation,GB,High score,High score
1137,ts36983,Fuller House,show,2016,27,"comedy, family",US,5,6.7,28183,32.7,7.6,comedy,US,High score,High score
1138,ts42137,Voltron: Legendary Defender,show,2016,24,"scifi, animation, action, comedy, family, drama, fantasy",US,8,8.1,9168,20.6,7.4,scifi,US,,High score
1139,ts41995,Zumbo's Just Desserts,show,2016,50,reality,AU,2,6.9,2248,4.4,6.1,reality,AU,High score,High score
1140,tm230524,"Chatô, The King of Brazil",movie,2015,100,"drama, comedy",BR,0,6.0,713,3.6,4.9,drama,BR,High score,Low score
1141,tm271333,The Third Party,movie,2016,118,"romance, comedy",PH,0,6.1,287,2.4,5.6,romance,PH,High score,Low score
1142,tm211510,Incarnate,movie,2016,91,"thriller, horror",US,0,5.3,13494,10.8,5.4,thriller,US,Low score,Low score
1143,tm195764,6 Years,movie,2015,84,"drama, romance",US,0,5.6,12441,11.0,5.4,drama,US,Low score,Low score
1144,tm239769,I'll Sleep When I'm Dead,movie,2016,82,documentation,US,0,6.6,1396,4.0,6.4,documentation,US,High score,High score
1145,ts38717,Good Morning Call,show,2016,48,"comedy, drama, romance",JP,2,7.5,3333,16.0,6.9,comedy,JP,High score,High score
1146,ts38116,Mobile Suit Gundam: Iron-Blooded Orphans,show,2015,24,"war, action, scifi, animation, drama",JP,2,7.9,1868,26.9,6.9,war,JP,High score,High score
1147,tm139590,Triumph in the Skies,movie,2015,100,drama,HK,0,4.3,396,1.9,4.2,drama,HK,Low score,Low score
1148,tm233360,Sand Storm,movie,2016,87,drama,IL,0,6.8,3492,4.6,5.9,drama,IL,High score,Low score
1149,tm233843,Pyaar Ka Punchnama 2,movie,2015,159,"drama, comedy, romance",IN,0,7.3,15517,4.2,6.9,drama,IN,High score,High score
1150,tm244513,Divines,movie,2016,105,"drama, crime, european","FR, QA",0,7.4,10134,9.3,7.7,drama,FR,High score,High score
1151,tm245102,The Next Skin,movie,2016,100,"drama, thriller, european",ES,0,6.2,1820,6.5,5.9,drama,ES,High score,Low score
1152,tm228839,Ali Baba and the 7 Dwarfs,movie,2015,114,"comedy, action, drama",TR,0,5.6,20514,4.4,5.1,comedy,TR,Low score,Low score
1153,ts38758,Ajin,show,2016,23,"animation, action, thriller, drama, horror, fantasy, scifi",JP,2,7.6,6570,22.5,8.1,animation,JP,High score,
1154,tm219817,Talvar,movie,2015,127,"thriller, crime, drama",IN,0,8.1,36162,7.1,7.5,thriller,IN,,High score
1155,tm253083,Blue Jay,movie,2016,80,"drama, romance",US,0,7.3,18503,9.4,7.0,drama,US,High score,High score
1156,tm230551,Ip Man 3,movie,2015,105,"drama, history, action","CN, HK",0,7.0,56985,26.8,7.0,drama,CN,High score,High score
1157,tm135106,In a Valley of Violence,movie,2016,104,"western, action, drama, thriller, crime",US,0,6.1,19732,16.3,6.1,western,US,High score,High score
1158,tm232090,Snervous Tyler Oakley,movie,2015,82,documentation,US,0,5.5,476,2.5,5.7,documentation,US,Low score,Low score
1159,tm239762,Tony Robbins: I Am Not Your Guru,movie,2016,115,documentation,US,0,6.6,4521,9.5,6.6,documentation,US,High score,High score
1160,tm554110,The CEO,movie,2016,105,"thriller, drama",NG,0,5.8,124,2.0,2.0,thriller,NG,Low score,Low score
1161,tm136257,Beasts of No Nation,movie,2015,137,"drama, war","US, GH",0,7.7,83168,12.2,7.6,drama,US,High score,High score
1162,tm228677,The Space Between Us,movie,2016,120,"drama, romance, scifi","US, CN",0,6.4,54143,20.9,7.1,drama,US,High score,High score
