,release_year,lenght,seasons,imdb_score,imdb_votes,tmdb_popularity,tmdb_score,clusters
563,2012,145,0,7.8,23242,12.7,7.0,0
564,2011,154,0,6.2,414536,20.7,6.2,1
565,2011,125,0,8.0,18468,28.1,8.1,0
566,2012,96,0,5.3,144973,4.9,5.8,0
567,2011,64,0,7.1,129,1.8,6.3,0
568,2012,22,10,7.6,1573,6.5,8.3,0
569,2011,25,2,7.2,1131,20.8,6.9,0
570,2011,83,0,6.1,103254,30.8,5.7,0
571,2012,22,4,6.6,984,10.8,7.8,0
572,2011,22,2,6.6,508,6.9,7.5,0
573,2011,24,2,7.4,13844,60.0,8.0,0
574,2012,97,0,4.3,56874,16.5,6.1,0
575,2012,81,0,4.4,372,2.6,3.5,0
576,2012,23,4,6.9,2921,10.1,6.6,0
577,2012,75,0,8.0,1358,4.4,7.6,0
578,2012,27,5,5.9,20,12.0,7.0,0
579,2012,24,3,8.3,9610,63.0,8.6,0
580,2011,89,0,3.5,26388,25.5,4.7,0
581,2012,165,0,4.2,4696,5.4,5.3,0
582,2012,134,0,7.4,27232,23.5,7.6,0
583,2012,43,2,8.5,831,3.1,7.9,0
584,2012,96,0,7.4,988,1.9,6.7,0
585,2012,16,3,6.6,305,2.7,8.0,0
586,2012,151,0,8.1,83373,10.0,7.5,0
587,2012,120,0,6.5364428,0,1.2,7.8,0
588,2011,118,0,5.6,2966,3.3,5.2,0
589,2012,45,5,7.9,43,2.2,6.629937,0
590,2012,44,1,8.4,5325,210.8,7.6,0
591,2011,154,0,8.2,80288,9.9,7.5,0
592,2011,43,1,6.9,117,4.4,1.0,0
593,2012,143,0,5.8,22988,7.5,6.1,0
594,2012,16,6,8.2,23,4.7,5.7,0
595,2012,24,3,7.8,4294,33.4,8.7,0
596,2012,68,0,6.2,2076,8.9,7.7,0
597,2011,107,0,7.0,2166,2.9,6.1,0
598,2011,104,0,7.4,13818,6.9,6.9,0
599,2011,100,0,7.0,13406,4.2,6.5,0
600,2012,77,0,7.7,3601,3.5,6.9,0
601,2012,82,0,7.6,1823,7.8,7.3,0
602,2011,128,0,5.9,1859,6.2,6.2,0
603,2012,86,0,5.3,1429,2.6,4.8,0
604,2011,46,1,6.5,114,5.8,8.0,0
605,2012,108,0,7.8,8017,34.9,7.5,0
606,2012,146,0,4.4,1939,2.8,5.1,0
607,2012,58,0,8.2,6907,8.0,8.1,0
608,2011,63,0,7.4,2349,3.7,6.4,0
609,2012,7,7,7.4,2139,22.9,7.4,0
610,2011,102,0,7.0,275,1.7,6.0,0
611,2012,80,0,7.0,1462,3.2,6.2,0
612,2011,108,0,7.1,5356,71.7,7.3,0
613,2012,25,3,7.6,94,3.1,6.629937,0
614,2011,3,3,5.0,37,3.8,5.0,0
615,2011,139,0,7.0,54790,7.3,7.0,0
616,2012,135,0,8.2,36834,6.6,7.2,0
617,2011,140,0,7.5,8114,4.4,7.0,0
618,2012,111,0,6.4,182,3.1,4.6,0
619,2012,113,0,7.7,7166,6.3,7.6,0
620,2011,137,0,6.3,6161,5.2,6.4,0
621,2012,131,0,7.2,43235,7.6,6.8,0
622,2011,149,0,7.6,21972,6.5,6.9,0
623,2011,115,0,6.5,1869,4.2,6.5,0
624,2011,122,0,6.7,927,3.0,6.2,0
625,2011,126,0,7.2,8607,2.9,6.3,0
626,2012,44,9,7.4,264,8.0,7.1,0
627,2011,135,0,5.2,2441,4.0,5.3,0
628,2012,110,0,4.8,1121,12.0,6.1,0
629,2011,101,0,7.5,30694,8.0,6.9,0
630,2012,6,2,6.3,100,8.0,5.3,0
631,2012,110,0,5.8,6974,3.4,5.6,0
632,2012,140,0,6.4,5608,2.6,6.2,0
633,2012,104,0,7.2,321,2.1,6.3,0
634,2011,6,4,6.4,108,0.9,10.0,0
635,2012,125,0,8.1,60153,8.3,7.3,0
636,2012,45,1,7.4,132,1.4,6.7,0
637,2011,14,4,6.0,134,16.8,6.2,0
638,2011,136,0,7.2,11990,5.4,6.7,0
639,2011,16,3,5.9,16,5.2,6.5,0
640,2011,104,0,6.1,325,1.9,3.5,0
641,2011,2,5,7.1,696,22.1,7.4,0
642,2012,22,2,6.2,433,14.3,7.2,0
643,2012,88,0,6.6,299,6.9,6.4,0
644,2011,43,8,7.2,47,5.7,8.2,0
645,2011,47,1,6.9,174,4.8,7.0,0
646,2012,118,0,5.0,351,4.8,4.6,0
647,2011,44,1,6.5364428,0,3.8,6.629937,0
648,2012,80,0,6.5364428,0,3.6,7.4,0
649,2012,125,0,6.4,377,3.4,5.9,0
650,2012,90,0,6.1,988,3.3,5.5,0
651,2012,115,0,7.0,2502,3.1,6.9,0
652,2012,110,0,5.1,304,3.0,4.8,0
653,2011,96,0,8.1,4635,3.0,8.3,0
654,2011,43,3,8.6,1425,3.0,8.7,0
655,2011,57,0,7.2,542,2.9,6.2,0
656,2012,78,0,6.7,145,2.7,5.0,0
657,2011,66,0,8.3,57,2.6,6.1,0
658,2011,97,0,6.4,4353,2.4,6.4,0
659,2012,141,0,3.2,1091,2.1,6.3,0
660,2012,44,1,6.7,17,2.1,6.0,0
661,2011,150,0,6.8,1066,2.0,6.0,0
662,2012,94,0,7.1,1023,1.8,5.6,0
663,2012,93,0,6.5364428,0,1.5,6.629937,0
664,2011,67,0,6.5364428,0,1.5,6.629937,0
665,2011,44,1,7.9,10,1.5,6.629937,0
666,2012,76,0,6.2,109,1.5,7.0,0
667,2011,76,0,6.3,385,1.4,5.3,0
668,2012,142,0,6.7,314,1.2,3.0,0
669,2011,104,0,6.3,47,1.2,6.629937,0
670,2012,96,0,6.6,249,1.0,5.7,0
671,2012,128,0,8.1,39,0.9,6.629937,0
672,2012,123,0,6.5364428,0,0.6,6.629937,0
673,2011,90,0,3.5,231,0.6,2.8,0
674,2011,14,1,8.2,722,18.541842,6.629937,0
675,2014,42,9,7.5,351348,1078.6,7.8,1
676,2013,43,10,8.0,255144,592.6,7.6,1
677,2013,23,4,9.0,325381,374.8,8.6,1
678,2014,60,6,8.4,163090,120.3,8.2,0
679,2013,58,6,8.8,567949,433.5,8.5,1
681,2013,153,0,8.1,732035,44.1,8.1,1
682,2013,116,0,7.0,679048,86.9,6.8,1
683,2014,103,0,6.6,82325,15.4,6.6,0
684,2013,124,0,7.0,533544,32.0,6.6,1
685,2014,113,0,8.0,781064,61.4,8.0,1
686,2014,42,7,7.6,257437,243.6,7.9,1
687,2013,146,0,7.5,674427,68.4,7.4,1
688,2014,42,9,6.6,2690,29.2,6.0,0
689,2014,123,0,6.6,464196,99.7,6.8,1
690,2014,26,6,8.8,164213,118.9,8.6,0
691,2013,109,0,6.7,207550,35.3,6.5,1
692,2013,52,6,8.7,510308,70.6,8.1,1
693,2014,101,0,7.4,159516,14.4,7.3,0
694,2014,43,6,8.1,155357,88.5,7.9,0
695,2013,96,0,5.6,137456,50.3,5.8,0
696,2013,43,5,8.3,139044,178.4,8.6,0
697,2014,95,0,7.3,121328,21.8,7.1,0
698,2013,59,7,8.1,306873,81.1,7.7,1
699,2013,123,0,8.1,486063,28.3,7.7,1
700,2013,106,0,7.1,192149,10.5,6.6,1
701,2014,55,2,8.0,74391,21.2,7.3,0
702,2014,42,5,7.8,46286,101.3,8.0,0
703,2014,150,0,7.9,125656,30.8,7.6,0
704,2013,100,0,5.8,320153,66.7,6.2,1
705,2014,112,0,6.5,338123,34.2,6.2,1
706,2013,121,0,7.2,92159,11.6,6.9,0
707,2014,92,0,6.2,199552,24.8,6.4,1
708,2014,43,6,7.7,24007,46.4,6.9,0
709,2014,117,0,6.6,74182,19.3,7.5,0
710,2014,24,5,5.8,6083,126.4,8.3,0
711,2014,89,0,4.5,54233,32.2,5.2,0
712,2014,90,0,6.6,24167,10.2,6.6,0
713,2014,11,2,6.8,6560,33.8,7.5,0
714,2014,103,0,5.8,7,27.7,6.9,0
715,2014,103,0,6.2,46043,14.1,6.9,0
716,2013,86,0,7.4,86359,16.5,7.4,0
717,2014,104,0,5.4,55615,22.1,6.3,0
718,2013,88,0,6.6,52867,12.4,6.4,0
719,2014,97,0,6.8,59218,20.6,6.7,0
720,2013,20,1,8.3,4022,3.4,8.5,0
721,2013,116,0,7.1,41180,10.4,6.9,0
722,2014,3,0,6.5364428,0,2.1,6.9,0
723,2013,49,3,8.6,7585,27.6,8.4,0
724,2014,54,1,7.3,451,5.5,7.8,0
725,2014,95,0,6.0,55453,17.0,6.0,0
726,2013,128,0,6.0,99833,13.4,6.1,0
727,2014,153,0,8.1,191272,8.0,7.7,1
728,2014,150,0,8.0,55741,6.1,7.1,0
729,2013,26,3,8.1,33776,11.4,7.5,0
730,2014,116,0,6.8,16861,8.1,6.9,0
731,2013,46,9,8.6,22886,45.7,8.1,0
732,2013,132,0,7.2,116915,14.6,7.3,0
733,2014,45,2,6.2,730,3.8,5.9,0
734,2014,106,0,7.2,54,13.5,7.0,0
735,2014,28,3,8.6,516,2.2,6.3,0
736,2013,24,1,5.6,10400,22.2,7.8,0
737,2013,98,0,7.6,101344,8.9,7.4,0
738,2014,113,0,6.5,123477,43.4,6.3,0
739,2014,23,2,7.1,3656,38.8,7.9,0
740,2014,105,0,7.5,55044,22.7,7.6,0
741,2014,24,5,7.9,33572,26.9,8.5,0
742,2014,84,1,6.5364428,0,0.9,6.629937,0
743,2014,96,0,7.6,657,3.0,7.4,0
744,2013,91,0,7.7,264,1.6,6.4,0
745,2014,25,3,8.0,21080,14.8,7.4,0
746,2014,98,0,7.0,13472,7.4,6.7,0
747,2014,74,0,7.7,2781,3.6,7.2,0
748,2013,34,2,6.5364428,0,18.541842,6.629937,0
749,2013,60,0,8.3,12375,7.6,7.9,0
750,2014,57,5,7.9,37909,40.1,7.6,0
751,2014,98,0,6.5,471,1.4,5.4,0
752,2014,24,4,7.8,2249,28.1,8.2,0
753,2014,138,0,6.9,25270,9.8,6.8,0
754,2014,59,0,6.8,267,1.6,6.6,0
755,2013,96,0,6.4,101177,27.1,6.2,0
756,2013,94,0,5.2,22168,18.0,5.4,0
757,2013,24,5,7.7,894,51.3,7.0,0
758,2013,139,0,7.1,28368,11.2,6.9,0
759,2014,69,0,6.4,1389,9.2,6.9,0
760,2013,12,0,7.8,0,1.0,3.5,0
761,2013,127,0,6.9,8039,6.3,6.6,0
762,2013,85,0,7.0,70,0.6,6.8,0
763,2013,24,4,5.7,6034,114.1,8.1,0
764,2013,104,0,6.4,126,1.6,6.8,0
765,2014,102,0,5.5,78527,35.4,5.5,0
766,2013,87,0,6.7,181,2.8,4.5,0
767,2013,155,0,6.2,2768,2.2,5.8,0
768,2014,57,4,8.1,6360,37.1,6.0,0
769,2013,10,4,5.4,2023,22.6,5.8,0
770,2014,93,0,5.6,8056,8.7,5.4,0
771,2014,70,0,7.6,2312,5.4,7.0,0
772,2014,88,0,8.1,8949,6.5,7.7,0
773,2014,76,2,7.5,6662,35.1,7.7,0
774,2014,180,0,4.9,38584,8.0,6.1,0
775,2013,3,4,6.2,893,11.0,6.4,0
776,2013,25,4,6.7,4236,40.7,7.6,0
777,2013,60,0,6.5364428,0,2.7,7.5,0
778,2014,23,4,5.2,2909,30.4,7.3,0
779,2014,41,0,7.1,854,2.1,5.8,0
780,2014,14,9,6.5364428,0,17.8,4.7,0
781,2014,43,5,7.1,1230,8.3,6.8,0
782,2014,4,4,7.0,452,6.5,7.0,0
783,2014,149,0,6.4,490,2.2,5.8,0
784,2013,23,3,4.4,114,2.5,5.3,0
785,2014,46,5,6.9,415,52.9,7.8,0
786,2013,59,1,7.5,11588,30.4,7.8,0
787,2014,92,0,6.6,94281,73.6,6.5,0
788,2014,90,0,8.2,11777,7.7,8.0,0
789,2014,134,0,7.3,34683,6.4,6.8,0
790,2014,124,0,7.2,3752,22.2,7.3,0
791,2014,90,0,7.3,8510,35.5,7.4,0
792,2014,88,0,6.7,1167,3.7,7.0,0
793,2014,104,0,6.0,6309,17.4,5.9,0
794,2013,63,1,7.6,1990,10.2,7.2,0
795,2013,130,0,7.6,24849,7.9,6.5,0
796,2013,134,0,6.8,6383,7.6,5.8,0
797,2014,152,0,7.0,7339,3.1,6.6,0
798,2014,146,0,8.1,66659,7.4,7.4,0
799,2014,105,0,7.0,1174,6.8,7.2,0
800,2014,143,0,7.2,5715,9.8,7.3,0
801,2013,179,0,7.4,59,2.0,6.629937,0
802,2013,99,0,5.0,195,4.4,4.0,0
803,2014,73,1,8.5,2209,12.1,8.8,0
804,2013,23,2,7.4,1263,10.0,7.4,0
805,2013,102,0,6.5,1097,2.5,6.9,0
806,2013,150,0,4.9,3961,5.3,5.9,0
807,2013,141,0,6.1,57312,10.8,6.6,0
808,2014,122,0,6.8,11019,5.5,7.1,0
809,2014,81,0,6.2,1627,2.8,6.0,0
810,2014,138,0,7.6,2689,6.3,7.0,0
811,2014,22,0,6.5,1451,11.3,6.8,0
812,2013,130,0,6.4,3441,6.2,6.1,0
813,2013,126,0,7.2,879,3.3,6.8,0
814,2013,89,0,5.8,26151,12.8,5.7,0
815,2013,70,0,6.3,1580,8.6,6.7,0
816,2014,107,0,8.0,11330,3.8,6.9,0
817,2013,133,0,6.1,2625,5.3,5.5,0
818,2014,100,0,7.0,1967,4.1,6.7,0
819,2014,123,0,6.0,1671,3.1,6.3,0
820,2014,69,0,7.5,580,2.4,7.9,0
821,2013,20,0,6.5364428,0,10.8,6.2,0
822,2014,66,0,3.8,590,6.9,5.9,0
823,2013,100,0,7.3,1128,2.8,6.5,0
824,2014,26,0,6.5364428,0,24.4,7.2,0
825,2013,95,0,4.8,57,1.4,6.0,0
826,2014,132,0,5.9,3988,5.9,5.1,0
827,2014,44,0,6.5364428,0,0.0,6.629937,0
828,2014,85,0,7.3,1720,4.5,7.2,0
829,2014,95,0,6.3,403,2.7,5.9,0
830,2014,133,0,6.0,13370,10.3,6.4,0
831,2014,80,0,8.0,4276,8.3,7.5,0
832,2014,130,0,8.3,15,2.4,7.2,0
833,2014,105,0,4.1,211,1.7,3.0,0
834,2013,96,0,7.5,14722,0.6,7.2,0
835,2013,29,5,7.8,1326,18.0,7.7,0
836,2013,44,0,6.8,21,18.541842,6.629937,0
837,2014,141,0,6.8,15633,10.0,6.6,0
838,2013,150,0,5.3,16838,6.1,5.6,0
839,2014,82,0,6.4,452,3.6,6.3,0
840,2013,94,0,5.9,114,2.2,6.0,0
841,2014,23,5,7.1,2169,44.3,7.3,0
842,2014,9,5,6.1,411,31.7,8.6,0
843,2013,120,0,6.6,7392,10.7,6.8,0
844,2013,127,0,6.6,5513,5.8,6.3,0
845,2014,76,0,8.0,5611,5.4,7.5,0
846,2014,24,4,8.5,22,10.1,6.2,0
847,2014,80,0,8.2,8528,6.4,7.7,0
848,2014,94,0,7.9,2047,4.8,7.4,0
849,2013,142,0,6.7,4039,2.5,6.9,0
850,2014,67,0,6.3,235,2.4,6.2,0
851,2014,107,0,4.5,4315,6.6,5.4,0
852,2014,112,0,6.0,2915,4.7,5.3,0
853,2014,89,0,7.1,873,3.2,6.1,0
854,2013,126,0,7.8,37640,10.9,6.9,0
855,2013,19,3,6.4,648,8.2,7.5,0
856,2014,146,0,5.3,5018,4.8,5.8,0
857,2014,93,0,6.9,2579,4.4,6.3,0
858,2013,120,0,6.8,371,2.2,7.8,0
859,2013,106,0,7.0,22917,8.1,6.2,0
860,2013,136,0,6.3,7158,4.6,6.2,0
861,2014,115,0,6.4,628,3.7,6.8,0
862,2013,101,0,5.4,145,1.7,2.0,0
863,2013,143,0,5.1,11411,6.4,5.7,0
864,2013,79,0,7.2,4063,5.5,6.9,0
865,2013,105,0,5.1,3462,5.4,4.9,0
866,2014,71,0,6.0,1221,3.6,6.3,0
867,2014,75,0,5.4,565,3.5,5.1,0
868,2013,69,0,5.5,161,2.9,4.7,0
869,2013,34,0,6.5364428,0,2.2,7.2,0
870,2014,124,0,5.4,292,1.7,6.0,0
871,2013,23,2,6.2,204,11.1,8.0,0
872,2014,6,1,6.2,70,8.2,4.4,0
873,2014,45,1,7.2,511,7.9,6.8,0
874,2014,108,0,6.7,334,6.0,5.8,0
875,2014,130,0,6.4,8742,6.0,6.7,0
876,2014,166,0,5.8,7774,5.8,6.2,0
877,2013,44,1,7.8,68,5.5,5.7,0
878,2013,94,0,5.9,521,5.1,5.8,0
879,2014,29,4,8.9,363,4.9,6.0,0
880,2013,100,0,7.3,1627,4.5,7.3,0
881,2013,105,0,5.5,366,4.1,7.0,0
882,2013,137,0,6.9,12211,4.0,6.7,0
883,2014,99,0,7.6,4364,3.8,7.0,0
884,2013,110,0,6.3,224,3.1,6.2,0
885,2014,131,0,7.6,1634,3.0,6.6,0
886,2014,120,0,5.7,375,2.8,6.3,0
887,2014,90,0,4.7,10,2.5,2.0,0
888,2014,139,0,3.9,756,2.5,4.5,0
889,2013,64,0,7.2,45,2.5,6.629937,0
890,2013,100,0,6.5,565,2.3,6.0,0
891,2013,159,0,7.5,6448,2.3,6.3,0
892,2013,110,0,5.5,422,2.2,6.5,0
893,2014,75,0,7.7,47,2.2,2.0,0
894,2013,93,0,7.8,424,2.0,8.0,0
895,2014,107,0,6.8,964,2.0,6.7,0
896,2014,112,0,3.8,124,1.9,4.7,0
897,2014,85,0,6.3,260,1.8,5.8,0
898,2013,117,0,7.1,1053,1.7,8.0,0
899,2013,120,0,5.4,5231,1.6,4.6,0
900,2014,25,0,6.5364428,0,1.6,7.1,0
901,2014,20,4,4.7,70,1.5,6.629937,0
902,2014,44,1,7.7,13,1.5,6.0,0
903,2014,75,0,6.5364428,0,1.5,6.629937,0
904,2014,96,0,7.5,142,1.4,4.0,0
905,2014,144,0,5.8,69,1.4,5.0,0
906,2013,15,0,6.5364428,0,1.2,2.0,0
907,2014,44,1,8.5,339,1.0,10.0,0
908,2013,64,0,7.7,36,0.9,6.629937,0
909,2013,98,0,5.2,218,0.9,5.5,0
910,2014,44,1,6.5364428,0,0.6,6.629937,0
911,2013,23,1,7.3,332,0.6,6.0,0
912,2013,71,0,3.3,96,18.541842,6.629937,0
913,2014,44,1,5.0,7,18.541842,6.629937,0
914,2013,75,0,6.5364428,0,18.541842,6.629937,0
915,2015,50,6,8.9,554383,167.7,8.6,1
916,2015,51,9,8.4,5927,20.0,6.9,0
917,2016,61,5,8.7,1220079,297.7,8.6,2
918,2016,55,5,8.6,226759,94.2,8.2,1
919,2016,23,4,8.2,166967,36.2,7.9,0
920,2015,41,4,8.3,31881,78.7,7.5,0
921,2015,22,4,8.1,7225,9.5,7.4,0
922,2015,52,3,8.8,432307,88.2,8.0,1
923,2015,55,5,8.5,145471,214.7,8.3,0
924,2015,115,0,5.6,58651,48.9,6.2,0
925,2016,128,0,8.0,604030,28.4,7.9,1
926,2015,24,2,8.7,165506,109.3,8.4,0
927,2016,47,6,8.1,331313,520.7,8.5,1
928,2016,115,0,7.2,156622,23.4,7.1,0
929,2015,21,6,7.7,10102,546.3,8.0,0
930,2016,116,0,7.3,336547,20.8,7.1,1
931,2016,45,3,8.0,58694,49.0,7.6,0
932,2015,44,5,7.6,52523,48.0,7.6,0
933,2015,43,3,7.1,42255,29.3,6.9,0
934,2015,30,3,8.4,70087,24.7,7.7,0
935,2015,112,0,7.2,186943,50.9,7.5,1
936,2015,42,4,7.8,21195,24.0,6.7,0
937,2015,101,0,6.8,248961,32.3,6.6,1
938,2015,23,6,6.6,2092,40.3,7.1,0
939,2015,136,0,6.5,335608,64.1,6.9,1
940,2016,55,2,7.8,107084,25.1,7.6,0
941,2016,116,0,7.5,264884,18.3,7.5,1
942,2016,126,0,6.7,4610,6.0,5.9,0
943,2016,42,7,6.8,101178,136.3,7.3,0
944,2016,118,0,8.0,240453,19.8,8.1,1
945,2015,42,6,6.2,125626,157.6,7.3,0
946,2016,44,3,7.5,93970,68.0,7.2,0
947,2015,89,0,6.6,131856,49.4,6.8,0
948,2015,100,0,6.6,123063,18.3,6.5,0
949,2016,46,5,6.7,15108,38.7,6.7,0
950,2015,62,2,8.2,156667,31.4,7.8,0
951,2015,30,4,7.6,74019,32.3,7.2,0
952,2016,32,3,7.7,43762,16.9,7.2,0
953,2015,42,5,7.8,69960,56.8,7.8,0
954,2015,103,0,6.3,90860,27.7,6.3,0
955,2016,22,5,8.2,19955,18.3,7.8,0
956,2015,29,7,8.2,53536,28.7,7.7,0
957,2015,123,0,7.3,243482,63.5,7.4,1
958,2015,42,9,8.3,3912,35.6,8.1,0
959,2016,54,3,7.9,20107,44.2,7.8,0
960,2016,31,3,7.7,19684,28.1,6.9,0
961,2015,55,4,8.3,15307,21.2,7.9,0
962,2016,41,3,7.5,38638,63.4,7.2,0
963,2016,46,7,7.6,2909,13.9,6.8,0
964,2015,101,0,6.4,64948,29.1,6.4,0
965,2015,133,0,5.4,58192,25.9,5.5,0
966,2015,60,0,6.7,9,2.5,1.0,0
967,2016,42,5,8.0,31402,53.4,7.7,0
968,2016,92,0,6.4,84630,47.3,6.7,0
969,2016,81,0,6.6,123667,17.6,6.7,0
970,2016,100,0,7.8,133553,16.3,7.7,0
971,2016,106,0,6.3,137716,14.5,5.9,0
972,2015,82,0,6.3,58899,11.2,6.4,0
973,2015,103,0,7.2,83777,13.4,7.1,0
974,2015,43,3,7.9,47556,59.1,7.6,0
975,2015,57,3,7.9,54443,18.6,7.3,0
976,2015,119,0,6.5,151520,19.8,6.6,0
977,2015,111,0,5.7,65308,22.6,6.0,0
978,2016,55,1,7.9,1760,38.5,7.9,0
979,2016,50,3,7.4,8566,16.1,6.6,0
980,2015,98,0,8.3,19668,8.8,8.0,0
981,2016,50,7,5.8,198,1.6,6.629937,0
982,2016,54,5,8.2,4295,49.2,8.1,0
983,2016,22,1,8.5,50009,25.7,8.6,0
984,2016,42,5,6.2,22950,77.5,7.1,0
985,2016,30,1,7.7,22820,8.7,7.2,0
986,2015,120,0,7.3,60359,10.3,7.3,0
987,2016,30,5,7.5,40282,32.2,7.6,0
988,2016,96,0,6.7,97688,20.2,6.4,0
989,2015,106,0,7.3,23419,16.7,7.2,0
990,2016,95,0,7.1,15615,22.3,7.3,0
991,2016,44,3,7.0,8323,27.2,6.9,0
992,2016,99,0,5.9,162081,33.8,6.2,0
993,2016,46,3,7.4,33131,21.7,7.0,0
994,2016,45,1,7.9,104,0.9,6.629937,0
995,2016,27,2,7.6,959,2.8,8.2,0
996,2016,107,0,7.2,9231,10.3,7.0,0
997,2016,117,0,6.3,15289,17.9,6.4,0
998,2015,105,0,5.8,42065,12.7,5.7,0
999,2015,54,3,7.9,17431,42.2,7.9,0
1000,2016,51,2,7.1,4072,15.5,7.1,0
1001,2016,90,0,2.8,891,3.9,2.9,0
1002,2016,108,0,6.3,6238,11.0,6.4,0
1003,2016,87,0,5.8,12,27.3,6.6,0
1004,2015,62,2,8.6,97801,10.5,7.8,0
1005,2016,99,0,4.9,7,29.3,6.1,0
1006,2016,42,5,7.5,5521,31.8,7.5,0
1007,2016,123,0,6.9,15827,6.6,6.8,0
1008,2015,35,1,7.9,13,4.5,7.7,0
1009,2016,71,2,8.5,7677,9.9,8.1,0
1010,2015,29,3,7.3,3861,16.0,7.2,0
1011,2016,59,5,8.4,7166,8.7,7.2,0
1012,2016,107,0,7.0,1441,1.2,6.8,0
1013,2016,92,0,4.5,16542,10.1,4.8,0
1014,2015,101,0,7.5,138017,13.0,7.5,0
1015,2016,97,0,6.0,95464,29.8,5.9,0
1016,2015,45,3,7.6,9391,13.7,7.3,0
1017,2015,10,0,6.5364428,0,4.9,6.6,0
1018,2015,41,7,7.3,11293,35.7,7.8,0
1019,2015,24,6,5.3,3549,72.9,7.2,0
1020,2016,95,0,7.1,165797,76.8,6.9,0
1021,2015,32,3,8.2,74164,16.5,7.6,0
1022,2016,29,2,6.0,7489,9.6,6.3,0
1023,2016,68,0,5.6,986,7.2,6.8,0
1024,2015,94,0,6.6,104955,44.8,6.8,0
1025,2016,43,4,7.3,23521,24.9,8.0,0
1026,2015,101,0,6.4,96905,17.0,6.8,0
1027,2016,108,0,7.4,90027,25.0,7.3,0
1028,2015,53,3,7.3,17240,44.9,6.8,0
1029,2016,47,3,7.1,22184,25.8,6.9,0
1030,2016,53,2,7.5,1125,5.2,7.0,0
1031,2015,28,5,8.0,38713,25.1,7.4,0
1032,2016,62,0,7.3,985,3.8,7.2,0
1033,2015,45,2,7.6,1786,4.1,6.6,0
1034,2016,94,0,5.5,1938,4.0,5.4,0
1035,2016,98,0,5.9,23480,11.8,5.8,0
1036,2016,73,0,6.5,1115,6.9,6.4,0
1037,2015,98,0,6.6,1512,3.1,5.9,0
1038,2015,47,1,6.3,60,4.4,6.629937,0
1039,2016,100,0,8.2,36232,10.7,8.0,0
1040,2016,30,2,6.8,616,1.8,6.6,0
1041,2015,40,0,7.4,8202,7.8,7.2,0
1042,2016,46,4,7.3,26468,22.3,7.2,0
1043,2016,59,3,7.6,11670,18.7,7.5,0
1044,2016,84,1,7.0,249,2.9,6.8,0
1045,2016,100,0,6.5,2697,4.3,6.0,0
1046,2016,73,0,6.6,2005,2.9,6.5,0
1047,2015,15,5,5.3,1370,104.1,4.6,0
1048,2016,43,1,6.5364428,0,2.5,2.0,0
1049,2016,97,0,6.2,48398,18.7,6.5,0
1050,2016,24,4,8.2,7083,6.5,7.5,0
1051,2016,90,0,7.0,8239,7.9,7.1,0
1052,2016,47,6,7.1,2747,11.6,7.2,0
1053,2016,22,3,8.4,17575,44.4,8.5,0
1054,2016,8,3,8.3,8436,43.5,8.4,0
1055,2015,23,2,5.1,2361,12.9,7.9,0
1056,2016,60,0,7.2,2737,3.8,6.8,0
1057,2016,23,0,6.5364428,0,21.5,6.8,0
1058,2015,45,4,8.2,5821,23.3,8.4,0
1059,2015,92,0,6.2,5378,9.0,6.0,0
1060,2016,45,4,8.4,5772,7.9,7.3,0
1061,2016,92,0,6.3,46090,16.0,6.3,0
1062,2015,71,1,9.2,8310,22.7,8.7,0
1063,2016,92,1,7.5,40576,16.8,7.4,0
1064,2015,163,0,8.2,87358,16.8,7.8,0
1065,2016,22,2,7.2,5838,26.3,6.8,0
1066,2016,109,0,6.3,60886,21.5,6.4,0
1067,2016,98,0,6.6,1857,4.5,6.4,0
1068,2015,99,0,6.3,21126,7.4,6.1,0
1069,2016,42,2,6.9,5317,14.9,6.2,0
1070,2015,130,0,7.1,25596,8.0,7.1,0
1071,2016,5,3,7.0,137,21.4,7.2,0
1072,2016,22,3,7.1,2242,8.5,7.5,0
1073,2016,123,0,7.0,35102,10.0,6.7,0
1074,2016,98,0,7.5,971,2.3,7.6,0
1075,2016,45,3,6.1,378,132.4,7.5,0
1076,2016,65,0,5.6,943,3.0,6.2,0
1077,2016,133,0,5.3,9431,12.6,6.5,0
1078,2015,50,7,8.5,16007,10.3,7.8,0
1079,2016,63,0,7.4,1218,4.0,7.6,0
1080,2016,91,0,5.9,756,3.9,6.0,0
1081,2015,83,0,5.5,73854,20.6,5.5,0
1082,2016,27,3,7.1,3028,5.0,6.9,0
1083,2015,75,0,8.0,3417,4.3,7.4,0
1084,2015,115,0,7.0,892,4.2,6.6,0
1085,2016,84,0,6.8,28499,9.8,6.5,0
1086,2015,92,0,5.6,57146,42.5,5.6,0
1087,2015,60,0,7.7,53,1.0,6.2,0
1088,2016,64,0,6.5,1569,5.2,6.3,0
1089,2015,119,0,4.8,47935,32.3,5.2,0
1090,2016,103,0,7.2,18681,6.2,6.7,0
1091,2015,98,0,6.1,434,1.0,7.2,0
1092,2016,61,0,6.0,535,3.7,6.0,0
1093,2016,96,0,6.7,102011,18.7,7.2,0
1094,2015,51,4,8.2,23439,92.5,8.0,0
1095,2015,12,0,6.5364428,0,4.9,6.5,0
1096,2016,97,0,7.3,74811,10.7,7.3,0
1097,2016,102,0,6.1,898,3.1,5.2,0
1098,2016,51,2,6.3,2110,21.8,5.1,0
1099,2016,63,0,7.4,4649,3.3,6.7,0
